protein,degree,clustering_coeff,betweenness,closeness,pagerank,eigenvector_centrality,avg_neighbor_degree,k_core,n_complexes,mean_complex_size,max_complex_size,co_complex_degree,co_complex_clustering,label
YOR098C,42,0.022067363530778164,0.006205403254246476,0.274619128331566,0.0012293324709132217,5.091885424774846e-05,11.428571428571429,8,3,32.0,59.0,59,0.9812974868497955,1
YOR160W,7,0.09523809523809523,0.0001348987406687295,0.25416347672072603,0.00019835499160262518,2.544897622949553e-05,42.857142857142854,6,0,0.0,0.0,0,0.0,1
YPL240C,18,0.0915032679738562,0.002175459696057978,0.2438493487488744,0.0005587643342213924,3.7652219383915657e-06,9.444444444444445,5,0,0.0,0.0,0,0.0,0
YAL007C,2,1.0,0.0,0.1760914851059932,7.983539415530727e-05,4.0208504194070495e-08,9.0,2,4,33.75,95.0,94,1.0,0
YGL200C,9,0.6111111111111112,0.00012102672011643454,0.20878803239567442,0.00025327415786914126,1.2498357156695537e-06,10.11111111111111,7,4,33.75,95.0,94,1.0,0
YML012W,9,0.6111111111111112,0.00018381895516092635,0.2134698837599935,0.00025334149772139825,1.943921394242988e-06,9.777777777777779,7,4,33.75,95.0,94,1.0,0
YAL011W,6,0.06666666666666667,0.0016326476699607777,0.23888184883750646,0.00020988749139279678,3.695468308798738e-05,24.5,5,2,48.0,83.0,82,1.0,0
YDL181W,20,0.4789473684210526,0.001535034337704482,0.2554619043469564,0.0004912303898031351,4.624623523893363e-05,21.5,14,4,24.25,56.0,57,0.9523809523809523,0
YER081W,95,0.0015677491601343784,0.03196720078650619,0.28761842066829746,0.0035721421955136157,0.0028829695557369586,9.926315789473684,13,1,3.0,3.0,2,1.0,0
YHR158C,11,0.01818181818181818,0.0016534060527959415,0.25956185376938534,0.0003207832728613893,2.158146764670066e-05,21.363636363636363,6,2,2.5,3.0,2,1.0,0
YIR018W,4,0.0,0.00022558325980398772,0.2006695678518758,0.00020794841040716345,5.018365700597187e-07,4.25,2,0,0.0,0.0,0,0.0,0
YOR127W,9,0.08333333333333333,0.0004362425636855654,0.23756436580727722,0.00028994667853451077,2.0330747042876005e-06,13.0,5,0,0.0,0.0,0,0.0,0
YOR269W,8,0.03571428571428571,0.0002223107426015843,0.2274898677592903,0.000270164143733528,2.8606751753460242e-06,8.0,5,0,0.0,0.0,0,0.0,0
YAL012W,6,0.2,0.0025409150444801643,0.2544905663076144,0.0002680642311735265,7.520479739302179e-05,54.666666666666664,4,0,0.0,0.0,0,0.0,1
YER003C,1,0.0,0.0,0.2010683658098936,7.009478970331536e-05,9.403691180990018e-07,6.0,1,0,0.0,0.0,0,0.0,1
YGR061C,5,0.5,2.755254067473878e-05,0.22605955993913576,0.0001773963417778797,2.2816178958158e-06,11.0,4,0,0.0,0.0,0,0.0,0
YGR204W,12,0.13636363636363635,0.0011121590400627079,0.2507791233011683,0.0004194939768960591,2.0602120706073016e-05,16.25,4,0,0.0,0.0,0,0.0,0
YJR091C,294,0.0007893942559959137,0.14585213430043378,0.3354550259101448,0.010902627273476554,0.00598529605475524,8.146258503401361,18,0,0.0,0.0,0,0.0,0
YMR101C,1,0.0,0.0,0.2010683658098936,7.009478970331536e-05,9.403691180990018e-07,6.0,1,0,0.0,0.0,0,0.0,0
YMR205C,15,0.10476190476190476,0.0022302266206643785,0.25221846083997146,0.0004518565961520106,5.128577277857823e-06,16.866666666666667,5,1,2.0,2.0,1,0.0,0
YAL013W,2,0.0,2.9708308370887196e-05,0.2170374772276711,7.933369227773032e-05,4.736528184674042e-07,18.5,2,3,58.0,133.0,132,1.0,0
YDR207C,18,0.06535947712418301,0.004396884636485707,0.2656154973459105,0.0005279624080531508,2.491604076440421e-05,19.0,7,6,74.33333333333333,195.0,255,0.7764397097421646,0
YGL061C,19,0.04093567251461988,0.002672653087000093,0.25589766666835295,0.0005017681153730166,1.2291894321555987e-05,15.842105263157896,7,8,25.0,55.0,75,0.6731531531531532,1
YAL014C,2,0.0,5.4693574279404954e-05,0.22216914671783616,8.289212374456314e-05,1.2047684474992578e-06,30.0,2,0,0.0,0.0,0,0.0,0
YER133W,41,0.06219512195121951,0.009771335813953189,0.27308494325708793,0.0009862130522225788,8.506472898590462e-05,23.146341463414632,11,11,5.636363636363637,20.0,29,0.4753694581280788,1
YIL034C,19,0.005847953216374269,0.0028911184582488775,0.24921328011850077,0.0006827056828102366,6.779233820190632e-06,9.421052631578947,5,5,27.2,73.0,73,0.9729832572298326,0
YAL015C,0,0.0,0.0,0.0,3.195568811248403e-05,4.8315357241094107e-57,0.0,0,0,0.0,0.0,0,0.0,0
YAL016W,5,0.6,6.328394125324185e-05,0.2121789031910197,0.00016370495582609476,2.729472152934921e-06,12.6,4,3,4.0,6.0,5,1.0,0
YDL134C,11,0.3090909090909091,0.001080128891776815,0.2479067884796095,0.0003093637585238516,7.444042651937125e-05,24.818181818181817,6,4,3.75,6.0,6,0.7333333333333333,0
YDL188C,7,0.6666666666666666,2.070018943575016e-05,0.2224986565247618,0.00020624378313234665,2.074252467339139e-05,14.857142857142858,5,1,6.0,6.0,5,1.0,0
YGL190C,11,0.2545454545454545,0.0008354948226766669,0.24238209543866887,0.0003285584157436649,2.2697885546621946e-05,16.727272727272727,6,2,4.5,6.0,5,1.0,0
YMR109W,30,0.135632183908046,0.003915649199575766,0.2606816604367348,0.0007809415313167268,0.00010040555863239127,16.4,7,3,37.666666666666664,73.0,72,1.0,0
YNL127W,4,0.0,3.915456932842869e-05,0.19339065749594006,0.0001645725892622192,5.7916461294682926e-08,4.0,2,1,6.0,6.0,5,1.0,0
YAL017W,2,0.0,1.910995691141745e-06,0.21041382429041727,8.945884044601286e-05,8.553718770352705e-07,16.0,2,0,0.0,0.0,0,0.0,0
YAL029C,7,0.38095238095238093,0.00015160847742892394,0.23412529496441006,0.00022529421287415273,1.958723545942689e-05,14.571428571428571,6,4,28.75,73.0,72,1.0,0
YCL027W,25,0.01,0.0041587209834790615,0.26642882179120997,0.0008841689888610647,4.8314354220988084e-05,15.88,7,0,0.0,0.0,0,0.0,0
YAL018C,1,0.0,0.0,0.22248727784743108,4.116044731888024e-05,2.82137635783581e-06,73.0,1,0,0.0,0.0,0,0.0,0
YLR264W,73,0.595509893455099,0.009699796370330372,0.2898025733432366,0.000791206465444107,0.00022309859582874143,53.28767123287671,56,7,227.28571428571428,559.0,589,0.9439786101197695,0
YAL019W,1,0.0,0.0,0.21231351476397772,6.0515880956947507e-05,2.444590563744967e-07,37.0,1,0,0.0,0.0,0,0.0,0
YJL124C,37,0.015015015015015015,0.009192731582007136,0.2727767402989948,0.001246701210441968,1.8915082238526272e-05,13.378378378378379,8,3,192.66666666666666,559.0,560,0.9943713263480706,0
YAL021C,12,0.45454545454545453,0.0004678002270066444,0.23469365221064184,0.0002853468564380211,3.216446676054017e-06,17.5,10,9,59.666666666666664,195.0,275,0.6880159256801592,0
YDL160C,23,0.20948616600790515,0.0038436366863465643,0.2680870243424124,0.0005823963318530625,4.2216868748799444e-05,17.782608695652176,10,5,171.6,559.0,749,0.621923705760979,0
YDR443C,21,0.41904761904761906,0.00031635102498310264,0.25368920817707546,0.0004778997502996955,4.873988683805984e-05,24.047619047619047,10,4,46.75,133.0,172,0.7451380388956889,0
YFL028C,13,0.7307692307692307,1.4006293149681348e-05,0.23203990778327738,0.00029838495788015254,2.2076080825678227e-06,15.615384615384615,10,5,85.6,195.0,255,0.7764397097421646,0
YGR092W,17,0.4117647058823529,0.0005054645083829841,0.24267954655149596,0.00041835368815090296,2.7861989811852843e-06,13.647058823529411,10,4,71.25,195.0,194,1.0,0
YIL106W,16,0.43333333333333335,0.0029429247038296525,0.23079661703069854,0.0004442472668334081,1.6094455975321503e-06,11.625,10,4,71.25,195.0,194,1.0,1
YJR122W,13,0.6666666666666666,0.00013401415003930602,0.23426397237782928,0.0003035418244672119,1.8723104868188233e-06,14.846153846153847,10,3,94.33333333333333,195.0,194,1.0,0
YKR036C,14,0.6813186813186813,2.9146417904350365e-05,0.23320912522265708,0.0003186714704950135,2.536646208579218e-06,15.714285714285714,10,5,85.6,195.0,255,0.7764397097421646,0
YLR180W,15,0.06666666666666667,0.0027396319428005093,0.23834527097072636,0.0004403343459990225,2.8043875875178445e-05,11.066666666666666,5,0,0.0,0.0,0,0.0,0
YNL025C,24,0.2826086956521739,0.004767647219275694,0.26280755291945557,0.0006146082722743637,5.1102022977892795e-05,21.916666666666668,10,4,46.75,133.0,172,0.7451380388956889,0
YNR052C,18,0.32679738562091504,0.0018850690433315576,0.2613079602996377,0.00044578604143060297,2.354798736087896e-05,21.166666666666668,10,10,67.7,195.0,389,0.4481488352370604,1
YPL042C,18,0.3137254901960784,0.000878589574270217,0.24490634040917966,0.00042577982251279175,2.6640210708979472e-05,18.72222222222222,10,4,46.75,133.0,172,0.7451380388956889,0
YAL022C,1,0.0,0.0,0.00028105677346824053,0.00015831621771793706,5.197694642178564e-46,2.0,1,0,0.0,0.0,0,0.0,0
YAL024C,1,0.0,0.0,0.21414236222822738,5.3634176035740884e-05,9.920803218795339e-07,33.0,1,1,3.0,3.0,2,1.0,0
YIR009W,33,0.10984848484848485,0.006117111762424231,0.2758029815537383,0.0008405648695394282,7.827383026625023e-05,25.0,12,5,148.0,559.0,558,1.0,0
YAL025C,5,0.6,0.00020198186801602362,0.22300047316770044,0.0001062676989369116,3.5997772198114026e-05,55.0,4,0,0.0,0.0,0,0.0,1
YHR052W,89,0.5120020429009193,0.0016997558932713513,0.28204319163881153,0.0008062701199805514,0.0008173342465808163,61.943820224719104,44,3,317.0,559.0,603,0.8616772174564608,1
YJR044C,1,0.0,0.0,0.18088712448666033,4.995051977794405e-05,4.773587319571137e-07,5.0,1,0,0.0,0.0,0,0.0,0
YKR081C,71,0.6716297786720322,0.0003081974375109496,0.27072285196195817,0.0006153357321313926,0.0007368810280379968,66.01408450704226,44,0,0.0,0.0,0,0.0,1
YNL110C,66,0.7188811188811188,0.0015317870650936106,0.2738240326679675,0.0006118690068548425,0.0007350590897518202,67.75757575757575,44,0,0.0,0.0,0,0.0,1
YOR272W,48,0.6170212765957447,0.0029685645483069497,0.2704872066046175,0.0005201617170309288,0.0004527303268291014,68.9375,39,3,39.666666666666664,73.0,72,1.0,1
YAL026C,3,0.0,0.00020754796473497272,0.20220851643172985,0.00016346176327554878,3.115246755358994e-07,6.333333333333333,2,0,0.0,0.0,0,0.0,0
YDL192W,16,0.2916666666666667,0.000970199671168949,0.25001529975453524,0.0004626443092674358,2.3949708886737367e-05,12.1875,9,5,29.0,95.0,103,0.8431372549019608,0
YOR153W,1,0.0,0.0,0.16696151633068532,7.815445844093808e-05,3.906634298411068e-09,3.0,1,0,0.0,0.0,0,0.0,0
YPL146C,2,0.0,8.60203253662112e-05,0.21474486554265598,9.422578679008602e-05,9.066559449352509e-07,29.5,2,0,0.0,0.0,0,0.0,1
YAL028W,3,0.0,0.0001882746019307065,0.225485447860924,0.00011705921588619318,4.871342860917172e-07,27.0,3,0,0.0,0.0,0,0.0,0
YBL050W,36,0.03650793650793651,0.00755712881194043,0.2621582543554485,0.0011753722474524986,9.905862675776257e-06,8.833333333333334,7,2,48.5,95.0,94,1.0,1
YDL239C,35,0.021848739495798318,0.008169217932425142,0.27699708589256766,0.0010610251297859341,2.83744395123696e-05,12.571428571428571,8,0,0.0,0.0,0,0.0,0
YLR233C,10,0.022222222222222223,0.0005150972726630496,0.217308503048385,0.00037045243416362726,3.68588948813432e-07,5.9,3,5,125.2,559.0,611,0.8418716964932521,0
YBR130C,7,0.09523809523809523,0.0030236838168505534,0.24864355209628322,0.0002470966898223698,2.0825043050771032e-05,33.714285714285715,6,0,0.0,0.0,0,0.0,0
YFL039C,34,0.0570409982174688,0.006508189784180818,0.26873285755937165,0.0009818980049052196,0.001428446928305927,15.0,7,8,46.125,133.0,283,0.3806230108011929,1
YGL106W,7,0.3333333333333333,0.00022833865629624285,0.23730519996883587,0.0002111960167324089,3.817201799661082e-05,21.857142857142858,6,0,0.0,0.0,0,0.0,1
YHR023W,9,0.16666666666666666,0.0009665442202625207,0.25440127659368855,0.0002642058813689514,2.09519216839799e-05,24.11111111111111,6,4,28.5,73.0,72,1.0,1
YKL130C,21,0.009523809523809525,0.003793102321951193,0.26080668011681957,0.0007023871463733208,6.737312424603079e-06,14.380952380952381,6,0,0.0,0.0,0,0.0,0
YOR326W,22,0.08225108225108226,0.0025375546868765682,0.26948192709543284,0.0005580175413284391,5.051712524177851e-05,22.545454545454547,7,4,28.75,73.0,72,1.0,1
YAL030W,2,0.0,6.724958757533459e-06,0.21004809921922885,8.884041221691563e-05,9.922632402854838e-07,11.5,2,4,31.25,95.0,95,0.9791713325867861,0
YDR468C,11,0.2,0.0007711359493307132,0.23411269606783985,0.0003722064465047451,4.17547209685013e-06,11.090909090909092,7,4,33.0,95.0,94,1.0,1
YGR009C,12,0.045454545454545456,0.0036304007087562167,0.26036963498884835,0.00039544448047928364,7.515898111304511e-05,33.75,6,2,3.0,3.0,4,0.3333333333333333,1
YAL031C,1,0.0,0.0,0.2084479052766359,6.2038191031592e-05,6.104195193169983e-07,25.0,1,0,0.0,0.0,0,0.0,0
YAL032C,12,0.07575757575757576,0.001699780183130981,0.26296640661440207,0.00030634757906410277,8.624690400223926e-06,30.916666666666668,7,2,325.0,559.0,558,1.0,1
YBR017C,8,0.17857142857142858,0.00022854425132864283,0.2545948168907226,0.0002205227095732104,4.459029154050721e-05,42.875,7,0,0.0,0.0,0,0.0,0
YDR416W,16,0.09166666666666666,0.0024518072048685287,0.2640196766008416,0.0003962526353565054,5.8408189712727184e-05,25.0625,7,3,219.33333333333334,559.0,558,1.0,1
YER013W,11,0.45454545454545453,0.00023313680858697616,0.24658596786423329,0.000213490906128281,1.052586282280663e-05,35.54545454545455,8,6,156.5,559.0,619,0.8502282102357388,1
YJL203W,52,0.4072398190045249,0.004591030630226998,0.279183483990802,0.00098053445493557,9.599537581492396e-05,34.05769230769231,29,11,92.54545454545455,559.0,621,0.8449742870500234,1
YKL095W,3,0.3333333333333333,2.827044682625416e-05,0.21923585119072103,0.00010801543532305372,8.460385428122997e-07,11.333333333333334,3,0,0.0,0.0,0,0.0,1
YKL173W,20,0.4631578947368421,0.0013383211101775437,0.26223726528201735,0.00027383630438329554,0.0001436054339482614,69.4,15,6,127.66666666666667,559.0,558,1.0,1
YLR345W,7,0.047619047619047616,0.0026948346623795337,0.2564104574190291,0.00020989577486743352,7.2711328010494816e-06,38.57142857142857,5,0,0.0,0.0,0,0.0,0
YLR423C,68,0.014925373134328358,0.02263457071579181,0.3018048027075038,0.0018933446451503363,5.87692548190315e-05,16.36764705882353,9,0,0.0,0.0,0,0.0,0
YNL189W,150,0.006890380313199105,0.06172428668413836,0.3165393066813641,0.004581561433181578,0.0002158065692198014,10.6,10,1,59.0,59.0,58,1.0,1
YOR036W,15,0.06666666666666667,0.0023515562697617146,0.25786949386691177,0.0004354179942205762,4.266180022594973e-06,21.466666666666665,7,4,33.0,95.0,94,1.0,1
YPL151C,19,0.34502923976608185,0.000608452372933096,0.25574723596664906,0.00037495351675156013,3.45012877347885e-05,33.21052631578947,12,2,325.0,559.0,558,1.0,1
YAL033W,9,0.7777777777777778,5.2606647916242086e-05,0.19886256027008584,0.0002645395501922376,9.78230035479877e-07,8.222222222222221,8,7,106.71428571428571,559.0,619,0.8502282102357388,1
YBL018C,9,0.7777777777777778,0.00011966094502272669,0.20807902386783375,0.00025915556773328335,1.8329506575646923e-05,11.444444444444445,8,7,106.71428571428571,559.0,619,0.8502282102357388,1
YBR167C,9,0.7777777777777778,0.00034171813962199113,0.21923585119072103,0.0002622102492190185,7.998041288436694e-07,14.777777777777779,8,7,106.71428571428571,559.0,619,0.8502282102357388,1
YBR257W,8,1.0,0.0,0.19500296867004335,0.000235073109563346,5.290808243983375e-07,9.0,8,7,106.71428571428571,559.0,619,0.8502282102357388,1
YGR030C,8,1.0,0.0,0.19500296867004335,0.000235073109563346,5.290808243983375e-07,9.0,8,7,106.71428571428571,559.0,619,0.8502282102357388,1
YHR062C,9,0.7777777777777778,4.7018879106477836e-05,0.1999593800169448,0.0002700049528872242,5.416029108503861e-07,8.444444444444445,8,7,106.71428571428571,559.0,619,0.8502282102357388,1
YIR015W,8,1.0,0.0,0.19500296867004335,0.000235073109563346,5.290808243983375e-07,9.0,8,4,177.25,559.0,619,0.8502282102357388,1
YJR115W,3,0.3333333333333333,9.609800994468027e-05,0.2203350838707859,0.00010378208228576622,3.638154132429633e-05,22.666666666666668,3,0,0.0,0.0,0,0.0,0
YNL221C,10,0.6222222222222222,0.0002395495756477288,0.19766987282605605,0.00031314118457985646,5.759568006198321e-07,7.6,8,9,94.55555555555556,559.0,619,0.8502282102357388,1
YNL282W,10,0.6222222222222222,0.0010986218747725445,0.23695622173358755,0.000314880557386787,2.0009929011322573e-05,18.4,8,7,106.71428571428571,559.0,619,0.8502282102357388,1
YAL034C,7,0.2857142857142857,0.00013533657008110733,0.23587704570747495,0.00019706983192145926,1.7329618123645161e-06,18.714285714285715,5,1,16.0,16.0,15,1.0,0
YBR198C,28,0.30158730158730157,0.002815764638956206,0.2671814918030257,0.0006370251699961243,3.735117760803826e-05,24.071428571428573,13,14,45.57142857142857,195.0,266,0.731961980422755,1
YDL140C,52,0.19457013574660634,0.007259928590762879,0.2791118387777422,0.0011036825076477684,7.09335592662395e-05,24.25,13,6,57.166666666666664,195.0,208,0.9184318097361576,1
YDR044W,5,0.2,0.00042449148313153113,0.2429777286248907,0.00018914369209230652,2.8265139226996787e-06,38.2,4,0,0.0,0.0,0,0.0,1
YLR055C,4,0.3333333333333333,1.8700111323922303e-06,0.20489409085050006,0.00012203994168831693,3.0034151117522007e-07,10.75,4,7,67.85714285714286,195.0,255,0.7764397097421646,0
YML114C,10,0.35555555555555557,0.00027981854702373646,0.24450717872358047,0.0002342303039040633,1.2438191914079892e-05,26.5,6,5,50.8,133.0,175,0.8057142857142857,1
YOL004W,17,0.09558823529411764,0.0013798577830608167,0.2487288451791589,0.00047886343669796674,6.892545297325201e-06,19.58823529411765,7,11,43.18181818181818,195.0,256,0.7707720588235294,0
YGL172W,25,0.15333333333333332,0.001722059356140666,0.2726228995506121,0.0006091537943464333,9.034693528828766e-05,26.64,9,3,29.0,59.0,59,0.9812974868497955,1
YGR120C,19,0.09941520467836257,0.0013760066123015258,0.2666574459717234,0.000505451072291186,7.401506202304623e-06,17.789473684210527,7,3,41.333333333333336,95.0,94,1.0,1
YKL103C,11,0.09090909090909091,0.0012304223844064317,0.27747408833654363,0.0002990447923303027,5.769222868409289e-05,55.09090909090909,8,0,0.0,0.0,0,0.0,0
YAL035W,34,0.44563279857397503,0.002670716422874565,0.2642923413540288,0.00041711452389641757,0.00029035132370352704,61.794117647058826,22,4,282.5,559.0,558,1.0,1
YBR009C,27,0.09686609686609686,0.001739801376967671,0.25199931829406097,0.0006700982874776666,6.008781585379368e-05,13.74074074074074,8,3,8.333333333333334,11.0,14,0.6043956043956044,1
YBR079C,45,0.29797979797979796,0.003729976473502262,0.2766272163177127,0.0005998359932737962,0.00032804105401037007,49.333333333333336,22,7,174.42857142857142,559.0,592,0.9345532080303653,1
YBR086C,5,0.9,3.011957471160507e-08,0.22713356118976025,9.358325579933324e-05,1.2049227523279831e-05,32.6,5,0,0.0,0.0,0,0.0,0
YBR143C,15,0.5238095238095238,0.0006150989071048437,0.2516203719507616,0.00023743342924237507,8.555605867517467e-05,41.8,13,2,134.0,266.0,265,1.0,1
YDL213C,71,0.5428571428571428,0.003332952039027696,0.28655751752263653,0.0006779518854879803,0.000615575770402308,67.67605633802818,39,0,0.0,0.0,0,0.0,0
YDR101C,74,0.6108848574601999,0.00127551485757208,0.2777752669536884,0.0007164688011935228,0.002122065375067601,63.972972972972975,44,3,356.0,559.0,558,1.0,0
YDR429C,23,0.383399209486166,0.0019765729784886475,0.2543120495135715,0.0003843572982173971,0.00010013046913268384,34.78260869565217,13,5,63.2,266.0,268,0.9781988931745765,1
YDR496C,93,0.4361851332398317,0.004483905738651128,0.2848128465485216,0.0009698536893013871,0.0007856281831245352,58.17204301075269,44,0,0.0,0.0,0,0.0,0
YGL049C,18,0.27450980392156865,0.0004669670089825042,0.25169315771065476,0.00029953020940323016,3.110153908720588e-05,28.166666666666668,10,6,201.0,559.0,589,0.9439786101197695,0
YGL099W,72,0.582942097026604,0.0017612828514711703,0.2762934225218257,0.0006358182995685711,0.0034468827164682264,64.05555555555556,44,0,0.0,0.0,0,0.0,1
YGR162W,41,0.3804878048780488,0.0012541442251123825,0.2712461020655071,0.0005052227680949633,0.0002726932490943329,61.073170731707314,23,8,151.5,559.0,589,0.9439786101197695,0
YJL109C,136,0.3535947712418301,0.004405314428842979,0.29249134268042676,0.0012212151954538615,0.002456476179536801,57.05882352941177,44,6,141.16666666666666,559.0,620,0.8475115951847413,1
YJR007W,23,0.4268774703557312,0.0005544650735288982,0.25367441580342087,0.00035455675373688954,8.30520125591272e-05,30.434782608695652,13,7,174.28571428571428,559.0,592,0.9345646407829149,1
YLR106C,73,0.5388127853881278,0.002735140611969705,0.27920140104150093,0.0007025030731757703,0.0006951966856352539,63.97260273972603,44,0,0.0,0.0,0,0.0,1
YLR192C,7,0.5238095238095238,0.00019624498028604704,0.24109261463168014,0.00012306895998605101,5.413238266023576e-05,36.714285714285715,7,2,8.0,9.0,9,0.9166666666666666,0
YLR241W,3,0.0,0.0023288058092430764,0.2093003093923154,0.00016173698088075157,3.808353604749738e-06,13.0,2,0,0.0,0.0,0,0.0,0
YLR409C,101,0.4017821782178218,0.002587345328376608,0.28782773609187345,0.0009631405247620736,0.0006900133685991244,59.18811881188119,39,3,203.66666666666666,559.0,558,1.0,1
YMR012W,34,0.23172905525846701,0.0029207746815254525,0.26206350406774703,0.0005217551625829406,0.00014439014106350578,41.705882352941174,15,1,7.0,7.0,6,1.0,0
YMR049C,86,0.5370725034199726,0.005064006175535442,0.29463065359804064,0.0008238207518368618,0.0008780493709551924,66.8953488372093,44,0,0.0,0.0,0,0.0,1
YMR116C,79,0.525154170723791,0.004849925460887901,0.27138146285501014,0.0006693799958918783,0.00019177832726106585,50.9746835443038,56,7,227.28571428571428,559.0,589,0.9439786101197695,0
YMR146C,17,0.5808823529411765,0.0001237129314131951,0.24521002316698612,0.00025741358326503817,7.846971526146316e-05,32.23529411764706,13,6,54.0,266.0,268,0.9781988931745765,1
YMR290C,87,0.5298048650093558,0.001161962585942354,0.28229941152609617,0.0007541612486759532,0.0008704531110359295,67.75862068965517,44,0,0.0,0.0,0,0.0,1
YMR309C,61,0.49453551912568305,0.0009683274574466325,0.2781304328748669,0.0006336749855273783,0.0005047796624332654,61.19672131147541,39,6,54.0,266.0,268,0.9781988931745765,1
